entity_id,name,normalized_name,entity_type,doc_id,chunk_id,confidence,evidence
ENT-ec9fa864d14475e6f16a,2023-2025,2023-2025,date,DOC008,DOC008-C0009,0.98,2023-2025.
ENT-f3d826ee95a00fb46ed3,2023-2028,2023-2028,date,DOC002,DOC002-C0001,0.98,2023 – 2028 Marsh Wetlands along the Missouri River Source: USGS Prepared by: Missouri Department of Natural Resources P.O.
ENT-3cf98e84c67601a3485c,2023-27,2023-27,date,DOC012,DOC012-C0001,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Front cover."
ENT-cedf00c38ce98e78ba58,2023-27,2023-27,date,DOC012,DOC012-C0002,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 By Duane Chapman, Jon Amberg, Robin Calfee, Enrika Hlavacek, Jon Hortness, P ."
ENT-a4bcbdc07e9b56142464,2023-27,2023-27,date,DOC012,DOC012-C0003,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 specific goals and objectives for several research areas that had definable endpoints or milestones."
ENT-98a03f936d4180bfc585,2023-27,2023-27,date,DOC012,DOC012-C0004,0.98,2023–27.
ENT-5e8f06ee44c4ccccd3d6,2023-27,2023-27,date,DOC012,DOC012-C0005,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Funding Authority and Congressional Priorities The USGS was established by The Organic Act of 1879, as amended."
ENT-dc56f58f530492ff6418,2023-27,2023-27,date,DOC012,DOC012-C0007,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 the substantial changes they cause in food webs, is relevant to the Environmental Health Program (h ttps://www .usgs.gov/ programs/ environmental- health- program) because the inva- sion affects environmental contaminan"
ENT-222c709f6cdd22a1aa5b,2023-27,2023-27,date,DOC012,DOC012-C0008,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Genetic Control Methods Approaches and technologies that manipulate or exploit genetics and its processes have the potential to effectively target low-abundance populations and be truly species-specific without nontarge"
ENT-cb8e025487b7c4285d22,2023-27,2023-27,date,DOC012,DOC012-C0009,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Removal, Herding, and Aggregating Methods Removal is currently the primary method used by resource managers to address existing populations of invasive carp, and removal efforts have focused on the highly abun- dant big"
ENT-a00421de16d4cc8eaa97,2023-27,2023-27,date,DOC012,DOC012-C0010,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Removal, Herding, and Aggregating Methods Removal is currently the primary method used by resource managers to address existing populations of invasive carp, and removal efforts have focused on the highly abun- dant big"
ENT-bd15b479be6931e57fb0,2023-27,2023-27,date,DOC012,DOC012-C0011,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Where We Are Going—U.S."
ENT-77efc9953d711bf4e74a,2023-27,2023-27,date,DOC012,DOC012-C0012,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 elsewhere in the United States if congressional funding mandates permit (for example, the Colorado River, Hudson River, or Mobile River)."
ENT-0989d60de31316dc12c5,2023-27,2023-27,date,DOC012,DOC012-C0014,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Cupp, A.R., Brey, M.K., Calfee, R.D., Chapman, D.C., Erickson, R., Fischer, J., Fritts, A.K., George, A.E., Jackson, P.R., Knights, B.C., Saari, G.N., and Kočovský, P.M., 2021, Emerging control strategies for integrated"
ENT-78f7858c625348290cf3,2023-27,2023-27,date,DOC012,DOC012-C0016,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Appendix 1."
ENT-8e422dfe4cbe82379a2f,2023-27,2023-27,date,DOC012,DOC012-C0017,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Chapman, D.C., Benson, A., Embke, H.S., King, N.R., Kočovský, P., Lewis, T.D., and Mandrak, N.E., 2021, Status of the major aquaculture carps of China in the Laurentian Great Lakes Basin: Journal of Great Lakes Research"
ENT-c57e6ec9c54934d1433f,2023-27,2023-27,date,DOC012,DOC012-C0020,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Fischer, J.L., Nathan, L.R., Buszkiewicz, J., Colm, J., Drake, D.A.R., DuFour, M.R., Kočovský, P.M., Marson, D., Smyth, E.R.B., Young, R., and Robinson, K.F., 2022, Using surrogate taxa to inform response methods for in"
ENT-1b2dcfb3853dbfe16de6,2023-27,2023-27,date,DOC012,DOC012-C0022,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Klymus, K.E., Richter, C.A., Chapman, D.C., and Paukert, C., 2015, A reply to Iversen et al.'s comment “Monitoring of animal abundance by environmental DNA—An increas- ingly obscure perspective”: Biological Conservation"
ENT-83cf7ad34472c77c2248,2023-27,2023-27,date,DOC012,DOC012-C0024,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Murphy, E.A., and Jackson, P.R., 2013, Hydraulic and water- quality data collection for the investigation of Great Lakes tributaries for Asian carp spawning and egg-transport suit- ability: U.S."
ENT-bfcc3e82ff054cadb7ff,2023-27,2023-27,date,DOC012,DOC012-C0026,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Walleser, L.R., Sandheinrich, M.B., Howard, D.R., Gaikowski, M.P., and Amberg, J.J., 2014, Spatial and temporal varia- tion of the gill rakers of gizzard shad and silver carp in three Midwestern rivers: North American J"
ENT-3df4f12e625ace05df95,2023-27,2023-27,date,DOC012,DOC012-C0027,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27 Walleser, L.R., Sandheinrich, M.B., Howard, D.R., Gaikowski, M.P., and Amberg, J.J., 2014, Spatial and temporal varia- tion of the gill rakers of gizzard shad and silver carp in three Midwestern rivers: North American J"
ENT-ab567c5cc14b6be69032,2023-27,2023-27,date,DOC012,DOC012-C0028,0.98,"Geological Survey Invasive Carp Strategic Framework, 2023–27—CIR 1504 ISSN 1067-084X (print) ISSN 2330-5703 (online) https://doi.org/ 10.3133/ cir1504 Printed on recycled paper"
ENT-c0b67af08cd35447ff80,2024,2024,date,DOC002,DOC002-C0002,0.98,"2024 2025 2026 2027 2028 The department’s Water Protection Program will continue to maintain a webpage dedicated to the promotion of wetland resources, wetland research, and X X X X X X collaborative projects."
ENT-a0f25dc7ea976243f241,2024,2024,date,DOC002,DOC002-C0003,0.98,"2024 2025 2026 2027 2028 The department and MU will continue to collaborate on the ways in which Geographic Information System (GIS) analyses can provide solutions for wetland protection and enhancement, and account for thei"
ENT-6126962dd14482fb0de1,2024,2024,date,DOC002,DOC002-C0004,0.98,2024 2025 2026 2027 2028 The department will review requests for Clean Water Act Section 401 Water Quality Certifications.
ENT-e85e4f1706a4a894616a,2024,2024,date,DOC002,DOC002-C0005,0.98,"2024 2025 2026 2027 2028 The department will participate in, and facilitate, the review and approval of wetland mitigation banking and in-lieu fee program instruments; including, review and approval of new wetland mitigation"
ENT-601029060ee1136bc7ad,2024,2024,date,DOC002,DOC002-C0006,0.98,2024 2025 2026 2027 2028 The 2018 Farm Bill (The Agricultural Act of 2018) rescinded the authorities for Wetland Reserve Program (WRP) and replaced the popular wetland program with the Agricultural Conservation Easement Prog
ENT-710f76d1ad32b4b55107,2024,2024,date,DOC002,DOC002-C0007,0.98,"2024 2025 2026 2027 2028 MDC will continue to manage wetland habitats to provide diverse hydrologic regimes, floristic quality, and plant structure within and across years throughout XMissouri, depending upon infrastructure"
ENT-29f2deade033b38d31c1,2024,2024,date,DOC002,DOC002-C0008,0.98,2024 2025 2026 2027 2028 Establish reference wetlands for Missouri: X X X X X X -Identify candidate reference wetlands.
ENT-874010a0aab0ae41255f,2024,2024,date,DOC007,DOC007-C0005,0.98,"2024, USFWS collaborated with the White Mountain Apache Tribe, Arizona Fish and Wildlife Conservation Office, and USGS to successfully eradicate invasive New Zealand mudsnails (NZMS) at the Alchesay National Fish Hatchery in"
ENT-d67d4382e8f4b7f281db,2024,2024,date,DOC007,DOC007-C0008,0.98,"2024, Siren is a web application that is an information sharing hub, a decision support network, and a community of practice."
ENT-463b7122bd7ea7b0591d,2024,2024,date,DOC007,DOC007-C0009,0.98,"2024, Siren is a web application that is an information sharing hub, a decision support network, and a community of practice."
ENT-8859687c2bcce6aaa1d9,2024,2024,date,DOC008,DOC008-C0005,0.98,"2024, USFWS collaborated with the White Mountain Apache Tribe, Arizona Fish and Wildlife Conservation Office, and USGS to successfully eradicate invasive New Zealand mudsnails (NZMS) at the Alchesay National Fish Hatchery in"
ENT-d960b6e14fdfd7cd476e,2024,2024,date,DOC008,DOC008-C0008,0.98,"2024, Siren is a web application that is an information sharing hub, a decision support network, and a community of practice."
ENT-6da94e86b4741839af1c,2024,2024,date,DOC008,DOC008-C0009,0.98,"2024, Siren is a web application that is an information sharing hub, a decision support network, and a community of practice."
ENT-2c34c0a9570a11d19787,2024,2024,date,DOC010,DOC010-C0001,0.98,2024.
ENT-e46a156f7ece4f5524dd,2024,2024,date,DOC014,DOC014-C0002,0.98,"2024, to March 31, 2025, time frame."
ENT-1eb79b5b9a28c7fc8c46,2024,2024,date,DOC014,DOC014-C0003,0.98,"2024, Honkerville I nc."
ENT-5b11d1ee990a9c2b7c65,2024,2024,date,DOC014,DOC014-C0005,0.98,2024.
ENT-8243553f7f033bd62455,2024,2024,date,DOC014,DOC014-C0006,0.98,"2024, the Ontario Phragmites Action program was established."
ENT-d806edf316de33b3fd47,2024,2024,date,DOC014,DOC014-C0007,0.98,"2024, to March 31, 2025, time frame."
ENT-37a3d2005ee7aefb10e3,2024,2024,date,DOC014,DOC014-C0009,0.98,"2024, the Nature Conservancy of Canada (N C C) increased the size of the Gates Creek Conservation Area by 50 acres (20 hectares), bringing the total area to 320 acres (130 hectares)."
ENT-f4ca7957075ce4d53a03,2024,2024,date,DOC014,DOC014-C0011,0.98,2024.
ENT-b8cd3ec20a2ff6e9a56c,2024,2024,date,DOC014,DOC014-C0012,0.98,"2024, the team set up autonomous record- ing units (A R Us) across C I J V properties and unmanaged control wetlands to capture sounds from marsh birds, which can be difficult to spot in the dense vegetation."
ENT-0dad1c53f7aca99481ff,2024,2024,date,DOC014,DOC014-C0013,0.98,"2024, N C C established the Last Mountain Lake Conservation Area, 101 acres (41 hectares) in the valley of the Qu’Appelle River, a major continental waterway flowing 2025 Canadian North American Waterfowl Management Plan Rep"
ENT-aee7e983db1e4a620dcc,2024,2024,date,DOC014,DOC014-C0014,0.98,"2024, the group signed a conservation agreement with M H C to ensure its long-term protection."
ENT-0b2546036175710cd147,2024,2024,date,DOC014,DOC014-C0015,0.98,"2024, D U C released the Yukon Wetland Field Guide (online at boreal.ducks.ca)."
ENT-91df838b73d0ddfb52c9,2024,2024,date,DOC014,DOC014-C0016,0.98,"2024, to March 31, 2025, time frame."
ENT-ee4f5f3a0fbfd6bf8631,2024,2024,date,DOC014,DOC014-C0017,0.98,"2024, to March 31, 2025, time frame."
ENT-64799a62ab5bd6f365b7,2024,2024,date,DOC014,DOC014-C0018,0.98,"2024, to March 31, 2025, time frame."
ENT-ecf3018b499c6bf36ed8,2024,2024,date,DOC014,DOC014-C0019,0.98,"2024, to March 31, 2025, time frame."
ENT-342fec129cafd229760c,2024,2024,date,DOC015,DOC015-C0001,0.98,"2024 were the one-eighth of 1 percent Conservation Sales Tax, at about $171.3 million, and permit sales and federal reimbursements, at about $93.6 million."
ENT-eac15da80221d58a07b2,2024,2024,date,DOC015,DOC015-C0002,0.98,2024 and April 2025.
ENT-9c7084a3160ab8f88cab,2024,2024,date,DOC015,DOC015-C0003,0.98,"2024, the Partnership removed 5,105 hogs from the landscape, assisted 609 landowners, and scouted 3,984,563 acres."
ENT-dce6a51db8908588acba,2024,2024,date,DOC015,DOC015-C0004,0.98,2024.
ENT-279a4d80869e3547e776,2024,2024,date,DOC015,DOC015-C0005,0.98,"2024, MDC hired a consulting firm to conduct a comprehensive study of our R3 educational programs to better understand if our programs result in recruiting, retaining, and reactivating hunters, anglers, trappers, and recreat"
ENT-12e461dbfc7157235942,2024,2024,date,DOC016,DOC016-C0001,0.98,"2024 By MDC | January 1, 2025 From Missouri Conservationist: January 2025 Stay In Touch Stay in Touch with MDC news, newsletters, events, and manage your subscription Link Sign Up View the Digital Magazine Download Issue 5.8"
ENT-461a17c1205cdaaecbd4,2024,2024,date,DOC016,DOC016-C0002,0.98,"2024, Crawford County, with the assistance of the MO SCP, was able to secure nearly $1.5 million in federal funds from a bi-partisan infrastructure law to complete two bridge replacements with aquatic organism friendly cross"
ENT-6ca0bb993113fa7663a5,2024,2024,date,DOC016,DOC016-C0003,0.98,"2024: 128,553; 2023: 130,848; Percentage +/-: -1.75% Maramec Spring: 2024: 46,613; 2023: 43,810; Percentage +/-: +6.40% Montauk: 2024: 88,011; 2023: 87,162; Percentage +/-: +0.97% Roaring River: 2024: 111,819: 2023: 106,069;"
ENT-5e7523a9fda45cb6add1,2024,2024,date,DOC016,DOC016-C0004,0.98,"2024, with a public open house."
ENT-0de3b3f74f1469a237a5,2024,2024,date,DOC016,DOC016-C0005,0.98,2024.
ENT-41c3a197b5720b848213,2024,2024,date,DOC016,DOC016-C0006,0.98,2024 Missouri Natural Resources Conference.
ENT-67a23957e229770ad618,2024,2024,date,DOC016,DOC016-C0008,0.98,"2024 to evaluate the ability of hunter harvest to achieve removal goals in CWD core areas during the deer hunting season, thus creating efficiencies in our management efforts."
ENT-d4c758705ac247f67bff,2024,2024,date,DOC016,DOC016-C0012,0.98,"2024, MDC was recognized for its progress through the regional program sponsored by the Quality Texas Foundation."
ENT-b0071271b18e301f3746,2024,2024,date,DOC016,DOC016-C0013,0.98,"2024, MDC was recognized for its progress through the regional program sponsored by the Quality Texas Foundation."
ENT-955963026af09dcff77f,2024,2024,date,DOC017,DOC017-C0001,0.98,"2024 From Missouri Conservationist: January 2024 Stay In Touch Stay in Touch with MDC news, newsletters, events, and manage your subscription Link Sign Up View the Digital Magazine Download Issue 5.87 MB More Issues Media Im"
ENT-4e2fe3973661cc61a7ad,2024,2024,date,DOC017,DOC017-C0003,0.98,2024 with the same objective as the wetlands summit.
ENT-3ffbe4a6ddd39b6cb6d7,2024,2024,date,DOC017,DOC017-C0004,0.98,2024 with the same objective as the wetlands summit.
ENT-432590f08086ad86e22a,2024,2024,date,DOC020,DOC020-C0023,0.98,"2024* Medical Premium Trend MDC Trend *Projected increases for 2022, 2023, and 2024."
ENT-763613697033fc818ddd,2024,2024,date,DOC021,DOC021-C0001,0.98,"2024.​ Donate Today Ducks Unlimited Conservation Films Healthy Wetlands, Healthy Communities: Ducks Unlimited's Conservation Impact Importance of Wetlands | DU PSA Big Grass Marsh | DU Conserve Conservation Newsroom Get the"
ENT-c2ac6f3f5d7ce6a7dd29,2024,2024,date,DOC021,DOC021-C0002,0.98,"2024.​ Donate Today Ducks Unlimited Conservation Films Healthy Wetlands, Healthy Communities: Ducks Unlimited's Conservation Impact Importance of Wetlands | DU PSA Big Grass Marsh | DU Conserve Conservation Newsroom Get the"
ENT-1e6168504eb05aeb219f,2024,2024,date,DOC022,DOC022-C0001,0.98,2024 Science and Technology Conserving at Flyway Scales An innovative new tool represents a transformative leap in better understanding wetlands as crucial ecosystems for migratory birds.
ENT-fce0edee3e5c2a7edf1c,2024,2024,date,DOC022,DOC022-C0002,0.98,2024 Science and Technology Conserving at Flyway Scales An innovative new tool represents a transformative leap in better understanding wetlands as crucial ecosystems for migratory birds.
ENT-035415ef24515b8e144b,2024,2024,date,DOC029,DOC029-C0007,0.98,"2024 Annual Implementation Report (AIR) West Coast Document 2024 Klamath Project Biological Opinion Endangered Species Act Section 7(a)(2) Biological Opinion, and Magnuson-Stevens Fishery..."
ENT-d7fd41f377d153f2a9d2,2024,2024,date,DOC029,DOC029-C0008,0.98,"2024 Annual Implementation Report (AIR) West Coast Document 2024 Klamath Project Biological Opinion Endangered Species Act Section 7(a)(2) Biological Opinion, and Magnuson-Stevens Fishery..."
ENT-253177eaab3c315fe485,2024,2024,date,DOC033,DOC033-C0014,0.98,"2024), saving businesses millions Case Western Reserve University (CWRU) has developed an Industrial Assessment Center through the U.S."
ENT-3f182f4f8fae57a484ff,2024-09,2024-09,date,DOC007,DOC007-C0003,0.98,2024-09/usfws_island-restoration-2015-mou-and-8-addendums_092624.pdf 4 https://iris.fws.gov/APPS/ServCat/DownloadFile/272959 6 GOAL 2: PREVENTION GOAL 3: EARLY DETECTION AND RAPID RESPONSE HIGHLIGHTS Led and applied innovations
ENT-1ab3be542c71283fcf1a,2024-09,2024-09,date,DOC008,DOC008-C0003,0.98,2024-09/usfws_island-restoration-2015-mou-and-8-addendums_092624.pdf 4 https://iris.fws.gov/APPS/ServCat/DownloadFile/272959 6 GOAL 2: PREVENTION GOAL 3: EARLY DETECTION AND RAPID RESPONSE HIGHLIGHTS Led and applied innovations
ENT-bb4268c3b69b11b036ef,2024-2025,2024-2025,date,DOC014,DOC014-C0001,0.98,2024–2025) 104.3 thousand acres of habitat secured (42.2 thousand hectares) 11.9 million acres of habitat influenced (4.8 million hectares) 351.7 thousand acres of habitat enhanced (142.3 thousand hectares) Note: Managed acres ar
ENT-d9cfa2d034e738f9bb22,2024-2025,2024-2025,date,DOC014,DOC014-C0002,0.98,2024–2025) 104.3 thousand acres of habitat secured (42.2 thousand hectares) 11.9 million acres of habitat influenced (4.8 million hectares) 351.7 thousand acres of habitat enhanced (142.3 thousand hectares) Note: Managed acres ar
ENT-ed623c3604f91d0d7808,2024-2025,2024-2025,date,DOC014,DOC014-C0004,0.98,"In 2024–2025, U S $5.8 million in state investments resulted in C A $30.1 million in conservation delivery due to matching and a favourable exchange rate."
ENT-8977bc7da1a9b50c7024,2024-2025,2024-2025,date,DOC014,DOC014-C0006,0.98,"2024–2025 Total (1986–2025)* Total $40,383,301 $919,281,419 Accomplishments (Acres) 2024–2025 Total (1986–2025)* Secured 15,175 2,811,321 I nfluenced 72,703 78,392,248 Enhanced 3,918 720,308 Secured and enhanced acres are not add"
ENT-79d600dccc7f3c4e005a,2024-2025,2024-2025,date,DOC014,DOC014-C0007,0.98,"2024–2025 Total (1986–2025)* Total $40,383,301 $919,281,419 Accomplishments (Acres) 2024–2025 Total (1986–2025)* Secured 15,175 2,811,321 I nfluenced 72,703 78,392,248 Enhanced 3,918 720,308 Secured and enhanced acres are not add"
ENT-4447a493285ce2b55660,2024-2025,2024-2025,date,DOC014,DOC014-C0009,0.98,"2024–2025 Total (1991–2025) Total $22,169,321 $319,189,203 Accomplishments (Acres) 2024–2025 Total (1991–2025) Secured 1,689 143,758 In fluenced 12,578 6,684,154 Enhanced 357 205,854 Secured and enhanced acres are not additive."
ENT-7f2e9a67407c582470d4,2024-2025,2024-2025,date,DOC014,DOC014-C0012,0.98,"2024–2025 Total (2003–2025) Total $9,096,176 $135,942,627 Accomplishments (Acres) 2024–2025 Total (2003–2025) Secured 2,861 368,589 I nfluenced 0 50,865 Enhanced 1,069 208,313 Secured and enhanced acres are not additive."
ENT-98ad584a7bc48f7c7aae,2024-2025,2024-2025,date,DOC014,DOC014-C0015,0.98,"2024–2025 Total (1986–2025) Total $93,498,267 $1,794,386,052 Accomplishments (Acres) 2024–2025 Total (1986–2025) Secured 84,529 8,785,602 In fluenced 214,662 8,162,697 Enhanced 346,389 3,169,470 Secured and enhanced acres are not"
ENT-5c51b23fd33cfe1ba887,2024-2025,2024-2025,date,DOC014,DOC014-C0016,0.98,"2024–2025 Total (1986–2025) Total $1,700,549 $199,684,133 Accomplishments (Acres) 2024–2025 Total (1986–2025) Secured 0 12,091,184 Influenced 11 ,620,151 154,960,108 Enhanced 0 10 7 Secured and enhanced acres are not additive."
ENT-6f3e3a302530a8f13adc,2024-2025,2024-2025,date,DOC014,DOC014-C0017,0.98,"2024–2025 Total (1998–2025) Banding – $695,345 Research $550,698 $14,964,529 S urveys – $3,630,006 Conservation Planning – $1,040,515 Communication and E ducation $51,764 $269,504 Total $602,462 $2 0,599,899 2024–2025 consists of"
ENT-710c9efdd2d7c7fb71e8,2024-2025,2024-2025,date,DOC014,DOC014-C0018,0.98,"2024–2025 Total (1986–2025) Banding $332,340 $20,618,588 Research $1,966,297 $30,815,798 Sur veys $72,026 $12,053,009 Collar Observations – $1,324,185 Management – $272,992 Conservation Planning $3 5,075 $1,000,858 Communication"
ENT-b154555b88f0bdb6cb54,2024-2025,2024-2025,date,DOC014,DOC014-C0019,0.98,"2024–2025 Total (1986–2025) Banding $324,707 $10,381,128 Research $42,408 $2,195,964 S urveys $633,342 $11,360,388 Conservation Planning $36,059 $560,642 Communication and Education $2,268 $82,696 Total $1,038,784 $24,580,818 202"
ENT-7ff56ea271d74b4e40af,2024-2025,2024-2025,date,DOC014,DOC014-C0020,0.98,"2024–2025: Canadian agencies Age of Union Foundation Aiviq Hunters and Trappers Organization Alberta Environment and Protected Areas Alberta Sport, Recreation, Parks and Wildlife Foundation Aqq iumavvik Society A T B Financial A"
ENT-9669909e173700f934c2,2024-2025,2024-2025,date,DOC015,DOC015-C0001,0.98,"2024-2025 deer-hunting season ended with a total deer harvest for the season of 276,262."
ENT-dbb79bf5ecba39a3c550,2024-2025,2024-2025,date,DOC015,DOC015-C0003,0.98,2024-2025 season.
ENT-5994b8bcdeb5b45edeb9,2024-2026,2024-2026,date,DOC021,DOC021-C0001,0.98,"2024-2026) 900+ DU professionals delivering conservation 26 Trillion gallons of water conserved since 1937 Get Involved Help us Conserve our Wetlands Join Ducks Unlimited’s 684,000 members and over 1 million supporters in making"
ENT-d1e1c25aa86fef6865ea,2024-2026,2024-2026,date,DOC021,DOC021-C0002,0.98,"2024-2026) 900+ DU professionals delivering conservation 26 Trillion gallons of water conserved since 1937 Get Involved Help us Conserve our Wetlands Join Ducks Unlimited’s 684,000 members and over 1 million supporters in making"
ENT-453c59b90d5ad0a355fc,2025,2025,date,DOC002,DOC002-C0002,0.98,"2025 2026 2027 2028 The department’s Water Protection Program will continue to maintain a webpage dedicated to the promotion of wetland resources, wetland research, and X X X X X X collaborative projects."
ENT-a91560886360315af3a4,2025,2025,date,DOC002,DOC002-C0003,0.98,"2025 2026 2027 2028 The department and MU will continue to collaborate on the ways in which Geographic Information System (GIS) analyses can provide solutions for wetland protection and enhancement, and account for their rol"
ENT-1e85eafe6f1257d051e5,2025,2025,date,DOC002,DOC002-C0004,0.98,2025 2026 2027 2028 The department will review requests for Clean Water Act Section 401 Water Quality Certifications.
ENT-52dc852293352dead0c2,2025,2025,date,DOC002,DOC002-C0005,0.98,"2025 2026 2027 2028 The department will participate in, and facilitate, the review and approval of wetland mitigation banking and in-lieu fee program instruments; including, review and approval of new wetland mitigation plan"
ENT-71200574f0c512080144,2025,2025,date,DOC002,DOC002-C0006,0.98,2025 2026 2027 2028 The 2018 Farm Bill (The Agricultural Act of 2018) rescinded the authorities for Wetland Reserve Program (WRP) and replaced the popular wetland program with the Agricultural Conservation Easement Program (
ENT-d9655d312a945d5f8bfa,2025,2025,date,DOC002,DOC002-C0007,0.98,"2025 2026 2027 2028 MDC will continue to manage wetland habitats to provide diverse hydrologic regimes, floristic quality, and plant structure within and across years throughout XMissouri, depending upon infrastructure capab"
ENT-d7fd64b83d3d41ec9989,2025,2025,date,DOC002,DOC002-C0008,0.98,2025 2026 2027 2028 Establish reference wetlands for Missouri: X X X X X X -Identify candidate reference wetlands.
ENT-a2b125030145d4f09bcd,2025,2025,date,DOC007,DOC007-C0003,0.98,"2025, the following examples highlight the breadth and impact of DOI’s work in collaboration with partners."
ENT-d9aed05787a5fc588490,2025,2025,date,DOC007,DOC007-C0006,0.98,"(USGS) SPOTLIGHTS From Fiscal Years 2021 to 2025, Congress directed funding to DOI to help manage specific invasive species that pose serious threats to the nation’s economy, communities, and ecosystems."
ENT-0c8b483e590e3a500c5e,2025,2025,date,DOC007,DOC007-C0008,0.98,"(Source: USGS) 23 Number of users of Siren, the National EDRR Information System, in 2025."
ENT-07866e251830cd345da5,2025,2025,date,DOC007,DOC007-C0009,0.98,"(Source: USGS) 23 Number of users of Siren, the National EDRR Information System, in 2025."
ENT-754d4029c16258ece5ac,2025,2025,date,DOC008,DOC008-C0003,0.98,"2025, the following examples highlight the breadth and impact of DOI’s work in collaboration with partners."
ENT-8820d3151583d1a12b2e,2025,2025,date,DOC008,DOC008-C0006,0.98,"(USGS) SPOTLIGHTS From Fiscal Years 2021 to 2025, Congress directed funding to DOI to help manage specific invasive species that pose serious threats to the nation’s economy, communities, and ecosystems."
ENT-41e474226fa9d597ac82,2025,2025,date,DOC008,DOC008-C0008,0.98,"(Source: USGS) 23 Number of users of Siren, the National EDRR Information System, in 2025."
ENT-f0065163efe85164b3ed,2025,2025,date,DOC008,DOC008-C0009,0.98,"(Source: USGS) 23 Number of users of Siren, the National EDRR Information System, in 2025."
ENT-f73ab283b0ddeca53f72,2025,2025,date,DOC010,DOC010-C0001,0.98,"2025 Report authorship ● ANSTF Outreach Subcommittee Workshop attendance ● Bret Shaw, Doug Jensen, Erin Bjorklund, Greg Hitzroth, Jeanne Scherer, Michale Parr, Nichole Angel, Sara Stahlman, Stephanie Murphy, Stephanie Showlw"
ENT-0aa00aa5705782ce2a6a,2025,2025,date,DOC013,DOC013-C0117,0.98,2025.
ENT-2480f16a2b785842efeb,2025,2025,date,DOC014,DOC014-C0001,0.98,2025 Canadian N A W M P Report September 2025 nawmp.wetlandnetwork.ca “Northward Bound – Greater Scaup” from the 2025 Canadian Wildlife Habitat Conservation Stamp series.
ENT-d920736be99d2d698fcc,2025,2025,date,DOC014,DOC014-C0002,0.98,"2025, time frame."
ENT-0e528ff10a58cb6d0b16,2025,2025,date,DOC014,DOC014-C0004,0.98,2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters8 A DUC-built nature-like fishway in Prince Edward Island.
ENT-21f2d19136e227f7e1af,2025,2025,date,DOC014,DOC014-C0005,0.98,2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters10 Estimated extent of Phragmites australis in the Long Point region in 2024.
ENT-5cb2810e8ae337c1e721,2025,2025,date,DOC014,DOC014-C0006,0.98,"2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters12 A biologist working with Ducks Unlimited Canada in Missaquash Marsh, New Brunswick, measures an Alewife before tagging it."
ENT-0280714aff71571ac458,2025,2025,date,DOC014,DOC014-C0007,0.98,"2025, time frame."
ENT-619da63e475f54f23fda,2025,2025,date,DOC014,DOC014-C0008,0.98,2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters16 Top left: An erosion control blanket installed along the bank of a drainage ditch to mitigate erosion.
ENT-c056b49c9ecd79bac7ba,2025,2025,date,DOC014,DOC014-C0009,0.98,"2025, time frame."
ENT-12005a32a5c3b5d213c4,2025,2025,date,DOC014,DOC014-C0010,0.98,2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters18 A curious cloud formation in B.C.’s Cariboo–Chilcotin Coast region.
ENT-7fb959d87f69894a1ce4,2025,2025,date,DOC014,DOC014-C0011,0.98,"2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters20 The Larsen Lake Conservation Area, south of Canal Flats, B.C."
ENT-a3ef47d0291c9b1011c1,2025,2025,date,DOC014,DOC014-C0012,0.98,2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters22 Deploying the autonomous recording units (A R Us) in the wetland sites.
ENT-bc7afaa79fd32a3b758c,2025,2025,date,DOC014,DOC014-C0013,0.98,2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters24 into the Great Plains.
ENT-07bf13edb344675effef,2025,2025,date,DOC014,DOC014-C0014,0.98,"2025 Canadian North American Waterfowl Management Plan ReportHabitat Matters26 Cutbank Creek: A fitting piece in the wetland basin puzzle Part of D U C’s long-term hold program, Cutbank Creek in southern Alberta comprises 20"
ENT-f01452dfdf005969062d,2025,2025,date,DOC014,DOC014-C0015,0.98,"2025 on the ring dyke at Lizard Lake, Manitoba."
